birth,age,total,-2^3,2^3,2^4,2^5,2^6,2^7,2^8,2^9,2^10-,2^3-%
2007,0-5M,7,3,2,1,1,0,0,0,0,0,57.1%
2007,6-11M,35,30,5,0,0,0,0,0,0,0,14.3%
2006,1,69,15,2,3,11,11,14,7,3,3,78.3%
2005,2,68,1,2,3,12,12,16,13,7,2,98.5%
2004,3,57,2,0,0,9,8,23,12,3,0,96.5%
2003,4,48,3,2,2,6,12,13,7,3,0,93.8%
2002,5,37,1,0,3,4,16,9,3,1,0,97.3%
2001,6,41,2,0,0,3,13,13,9,1,0,95.1%
2000,7,38,0,1,3,4,13,10,3,4,0,100.0%
1999,8,52,7,1,8,10,13,10,3,0,0,86.5%
1998,9,42,5,1,9,11,9,4,3,0,0,88.1%
1997,10,62,5,3,10,11,20,9,3,1,0,91.9%
1996,11,61,6,2,8,24,12,7,0,2,0,90.2%
1995,12,36,7,2,6,13,5,2,1,0,0,80.6%
1994,13,46,4,3,5,15,9,9,1,0,0,91.3%
1993,14,73,6,2,11,24,21,5,4,0,0,91.8%
1992,15,43,1,0,9,8,14,7,4,0,0,97.7%
1991,16,44,6,2,3,10,10,8,3,2,0,86.4%
1990,17,29,2,0,1,5,11,7,1,2,0,93.1%
1989,18,32,0,0,1,10,7,10,4,0,0,100.0%
1988,19,80,7,1,11,22,21,17,0,0,1,91.3%
1987,20,41,1,4,3,10,10,6,6,1,0,97.6%
1986,21,61,4,1,4,11,11,19,6,4,1,93.4%
1985,22,54,4,1,0,7,13,20,6,3,0,92.6%
1984,23,55,2,1,3,5,10,20,10,4,0,96.4%
1983,24,54,3,0,4,11,11,14,7,3,1,94.4%
1982,25,44,0,0,1,8,10,13,7,3,2,100.0%
1981,26,56,1,2,2,8,14,13,10,6,0,98.2%
1980,27,56,2,1,1,8,16,17,10,1,0,96.4%
1979,28,57,4,0,4,8,15,19,3,4,0,93.0%
1978,29,52,1,1,0,13,13,14,9,1,0,98.1%
1977,30,67,1,2,2,10,31,17,0,4,0,98.5%
1976,31,63,3,3,3,13,12,17,7,3,2,95.2%
1975,32,54,1,2,4,9,18,12,5,3,0,98.1%
1974,33,61,1,0,5,15,10,13,12,3,2,98.4%
1973,34,57,2,0,6,13,11,12,7,5,1,96.5%
1972,35,57,2,0,3,10,22,10,6,3,1,96.5%
1971,36,49,2,1,2,5,13,19,7,0,0,95.9%
1970,37,43,1,0,0,6,23,5,7,1,0,97.7%
1969,38,46,0,1,2,7,15,8,10,3,0,100.0%
1968,39,48,1,1,6,5,12,15,5,1,2,97.9%
1967,40,25,1,1,2,5,4,7,3,2,0,96.0%
1966,41,27,0,2,0,3,4,12,3,2,1,100.0%
1965,42,24,1,2,0,1,8,7,5,0,0,95.8%
1964,43,22,0,0,1,5,3,6,4,1,2,100.0%
1963,44,33,2,0,2,8,3,9,6,3,0,93.9%
1962,45,21,1,1,2,2,4,7,3,0,1,95.2%
1961,46,17,1,0,0,2,5,2,3,2,2,94.1%
1960,47,31,4,0,4,7,7,1,5,1,2,87.1%
1959,48,17,1,0,1,3,5,3,4,0,0,94.1%
1958,49,16,3,1,2,3,2,3,1,1,0,81.3%
1957,50,20,4,0,1,5,4,3,2,1,0,80.0%
1956,51,22,1,0,1,2,9,3,5,1,0,95.5%
1955,52,21,0,0,2,4,6,2,4,0,3,100.0%
1954,53,18,1,0,3,2,3,3,3,3,0,94.4%
1953,54,13,1,1,0,3,3,3,2,0,0,92.3%
1952,55,16,1,1,4,1,2,5,2,0,0,93.8%
1951,56,16,1,2,0,3,6,2,1,0,1,93.8%
1950,57,15,2,0,2,1,4,5,0,1,0,86.7%
1949,58,13,1,1,1,2,2,2,3,0,1,92.3%
1948,59,13,2,0,2,6,0,0,2,1,0,84.6%
1947,60,4,0,1,1,1,0,1,0,0,0,100.0%
1946,61,9,1,1,1,2,1,3,0,0,0,88.9%
1945,62,6,0,0,2,0,0,3,1,0,0,100.0%
1944,63,7,1,0,0,2,0,2,1,1,0,85.7%
1943,64,4,0,0,0,0,0,0,2,1,1,100.0%
1942,65,4,0,0,0,1,0,2,1,0,0,100.0%
1941,66,7,0,0,2,1,1,1,1,1,0,100.0%
1940,67,3,0,0,0,0,2,0,0,0,1,100.0%
1939,68,5,0,0,0,1,2,0,1,1,0,100.0%
1938,69,4,0,0,0,1,1,2,0,0,0,100.0%
1937,70-,24,1,0,4,4,7,5,2,1,0,95.8%
